Planta,Producto,DescrProducto,Dia,Inventario,Abasto tránsito,Demanda
Colima,10042669,Bco CPC30R 25k,3,10,0,0
Colima,10042669,Bco CPC30R 25k,4,10,0,3
Colima,10042669,Bco CPC30R 25k,5,8,0,1
Colima,10042669,Bco CPC30R 25k,6,7,0,0
Colima,10042669,Bco CPC30R 25k,7,7,0,0
Colima,10042669,Bco CPC30R 25k,8,7,0,0
Colima,10042669,Bco CPC30R 25k,9,7,11,0
Colima,10042669,Bco CPC30R 25k,10,18,0,0
Colima,10042669,Bco CPC30R 25k,11,18,0,0
Colima,10042669,Bco CPC30R 25k,12,18,0,2
Colima,10042669,Bco CPC30R 25k,13,16,0,4
Colima,10042669,Bco CPC30R 25k,14,11,0,11
Colima,10042669,Bco CPC30R 25k,15,15,0,0
Colima,10042669,Bco CPC30R 25k,16,15,0,0
Colima,10042669,Bco CPC30R 25k,17,15,0,0
Colima,10042669,Bco CPC30R 25k,18,15,0,0
Colima,10042669,Bco CPC30R 25k,19,15,0,0
Colima,10042669,Bco CPC30R 25k,20,15,0,0
Colima,10042669,Bco CPC30R 25k,21,15,0,2
Colima,10042669,Bco CPC30R 25k,22,13,0,0
Colima,10042669,Bco CPC30R 25k,23,13,0,0
Colima,10042669,Bco CPC30R 25k,24,13,0,0
Colima,10042669,Bco CPC30R 25k,25,13,0,0
Colima,10042669,Bco CPC30R 25k,26,13,0,2
Colima,10042669,Bco CPC30R 25k,27,11,0,0
Colima,10042669,Bco CPC30R 25k,28,11,0,0
Colima,10042669,Bco CPC30R 25k,29,11,0,0
Colima,10042669,Bco CPC30R 25k,30,11,0,0
Colima,10042669,Bco CPC30R 25k,31,11,0,0
Colima,10042668,Bco CPC30R 50k,1,3,0,1
Colima,10042668,Bco CPC30R 50k,2,7,0,6
Colima,10042668,Bco CPC30R 50k,3,1,0,0
Colima,10042668,Bco CPC30R 50k,4,1,0,0
Colima,10042668,Bco CPC30R 50k,5,10,0,2
Colima,10042668,Bco CPC30R 50k,6,8,0,0
Colima,10042668,Bco CPC30R 50k,7,8,0,0
Colima,10042668,Bco CPC30R 50k,8,8,0,0
Colima,10042668,Bco CPC30R 50k,9,8,0,0
Colima,10042668,Bco CPC30R 50k,10,8,0,0
Colima,10042668,Bco CPC30R 50k,11,8,0,0
Colima,10042668,Bco CPC30R 50k,12,7,0,4
Colima,10042668,Bco CPC30R 50k,13,3,0,0
Colima,10042668,Bco CPC30R 50k,14,10,0,0
Colima,10042668,Bco CPC30R 50k,15,10,0,0
Colima,10042668,Bco CPC30R 50k,16,10,0,0
Colima,10042668,Bco CPC30R 50k,17,10,0,0
Colima,10042668,Bco CPC30R 50k,18,10,0,0
Colima,10042668,Bco CPC30R 50k,19,10,0,0
Colima,10042668,Bco CPC30R 50k,20,10,0,2
Colima,10042668,Bco CPC30R 50k,21,8,0,1
Colima,10042668,Bco CPC30R 50k,22,8,0,0
Colima,10042668,Bco CPC30R 50k,23,8,0,0
Colima,10042668,Bco CPC30R 50k,24,8,0,0
Colima,10042668,Bco CPC30R 50k,25,8,0,0
Colima,10042668,Bco CPC30R 50k,26,8,0,4
Colima,10042668,Bco CPC30R 50k,27,3,0,0
Colima,10042668,Bco CPC30R 50k,28,3,0,0
Colima,10042668,Bco CPC30R 50k,29,3,0,0
Colima,10042668,Bco CPC30R 50k,30,3,0,0
Colima,10042668,Bco CPC30R 50k,31,3,0,0
Colima,10003053,Multiplast 40.0k,1,3,0,0
Colima,10003053,Multiplast 40.0k,2,14,0,0
Colima,10003053,Multiplast 40.0k,3,14,0,0
Colima,10003053,Multiplast 40.0k,4,14,0,1
Colima,10003053,Multiplast 40.0k,5,13,0,3
Colima,10003053,Multiplast 40.0k,6,11,0,0
Colima,10003053,Multiplast 40.0k,7,11,0,0
Colima,10003053,Multiplast 40.0k,8,11,0,0
Colima,10003053,Multiplast 40.0k,9,11,11,8
Colima,10003053,Multiplast 40.0k,10,14,0,0
Colima,10003053,Multiplast 40.0k,11,14,0,0
Colima,10003053,Multiplast 40.0k,12,14,0,0
Colima,10003053,Multiplast 40.0k,13,14,0,0
Colima,10003053,Multiplast 40.0k,14,14,0,1
Colima,10003053,Multiplast 40.0k,15,13,0,0
Colima,10003053,Multiplast 40.0k,16,13,0,0
Colima,10003053,Multiplast 40.0k,17,13,0,0
Colima,10003053,Multiplast 40.0k,18,13,0,0
Colima,10003053,Multiplast 40.0k,19,13,0,0
Colima,10003053,Multiplast 40.0k,20,13,0,3
Colima,10003053,Multiplast 40.0k,21,9,0,1
Colima,10003053,Multiplast 40.0k,22,8,0,0
Colima,10003053,Multiplast 40.0k,23,8,0,0
Colima,10003053,Multiplast 40.0k,24,8,0,0
Colima,10003053,Multiplast 40.0k,25,8,0,0
Colima,10003053,Multiplast 40.0k,26,8,0,0
Colima,10003053,Multiplast 40.0k,27,8,0,0
Colima,10003053,Multiplast 40.0k,28,8,0,0
Colima,10003053,Multiplast 40.0k,29,8,0,0
Colima,10003053,Multiplast 40.0k,30,8,0,0
Colima,10003053,Multiplast 40.0k,31,8,0,0
Colima,10000926,CPC40R BB,1,75,165,16
Colima,10000926,CPC40R BB,2,115,110,24
Colima,10000926,CPC40R BB,3,146,55,45
Colima,10000926,CPC40R BB,4,156,55,0
Colima,10000926,CPC40R BB,5,156,112,32
Colima,10000926,CPC40R BB,6,179,112,16
Colima,10000926,CPC40R BB,7,164,169,0
Colima,10000926,CPC40R BB,8,164,169,0
Colima,10000926,CPC40R BB,9,164,169,67
Colima,10000926,CPC40R BB,10,96,169,16
Colima,10000926,CPC40R BB,11,192,57,63
Colima,10000926,CPC40R BB,12,184,0,47
Colima,10000926,CPC40R BB,13,137,0,16
Colima,10000926,CPC40R BB,14,121,55,0
Colima,10000926,CPC40R BB,15,121,110,74
Colima,10000926,CPC40R BB,16,46,110,31
Colima,10000926,CPC40R BB,17,70,56,49
Colima,10000926,CPC40R BB,18,21,111,16
Colima,10000926,CPC40R BB,19,5,165,64
Colima,10000926,CPC40R BB,20,33,166,47
Colima,10000926,CPC40R BB,21,77,166,0
Colima,10000926,CPC40R BB,22,77,166,32
Colima,10000926,CPC40R BB,23,158,112,0
Colima,10000926,CPC40R BB,24,213,57,22
Colima,10000926,CPC40R BB,25,191,57,16
Colima,10000926,CPC40R BB,26,176,57,16
Colima,10000926,CPC40R BB,27,160,57,69
Colima,10000926,CPC40R BB,28,147,0,0
Colima,10000926,CPC40R BB,29,147,0,32
Colima,10000926,CPC40R BB,30,115,0,47
Colima,10000920,Mortero 50k,1,261,350,42
Colima,10000920,Mortero 50k,2,359,280,95
Colima,10000920,Mortero 50k,3,404,210,141
Colima,10000920,Mortero 50k,4,404,70,108
Colima,10000920,Mortero 50k,5,366,70,118
Colima,10000920,Mortero 50k,6,248,140,26
Colima,10000920,Mortero 50k,7,222,210,0
Colima,10000920,Mortero 50k,8,222,280,88
Colima,10000920,Mortero 50k,9,274,140,121
Colima,10000920,Mortero 50k,10,223,140,52
Colima,10000920,Mortero 50k,11,242,210,87
Colima,10000920,Mortero 50k,12,155,210,112
Colima,10000920,Mortero 50k,13,113,280,49
Colima,10000920,Mortero 50k,14,204,210,0
Colima,10000920,Mortero 50k,15,204,280,34
Colima,10000920,Mortero 50k,16,170,350,198
Colima,10000920,Mortero 50k,17,182,140,33
Colima,10000920,Mortero 50k,18,149,140,83
Colima,10000920,Mortero 50k,19,66,230,100
Colima,10000920,Mortero 50k,20,2,300,70
Colima,10000920,Mortero 50k,21,108,230,0
Colima,10000920,Mortero 50k,22,108,230,70
Colima,10000920,Mortero 50k,23,198,210,125
Colima,10000920,Mortero 50k,24,178,210,94
Colima,10000920,Mortero 50k,25,225,140,112
Colima,10000920,Mortero 50k,26,219,160,155
Colima,10000920,Mortero 50k,27,91,230,86
Colima,10000920,Mortero 50k,28,6,230,0
Colima,10000920,Mortero 50k,29,6,300,26
Colima,10000920,Mortero 50k,30,140,140,37
Colima,10000969,Impercem 50k,1,14,0,0
Colima,10000969,Impercem 50k,2,14,0,0
Colima,10000969,Impercem 50k,3,36,0,18
Colima,10000969,Impercem 50k,4,18,0,0
Colima,10000969,Impercem 50k,5,18,0,0
Colima,10000969,Impercem 50k,6,18,0,0
Colima,10000969,Impercem 50k,7,18,0,0
Colima,10000969,Impercem 50k,8,18,0,0
Colima,10000969,Impercem 50k,9,18,0,0
Colima,10000969,Impercem 50k,10,18,0,0
Colima,10000969,Impercem 50k,11,18,0,0
Colima,10000969,Impercem 50k,12,18,0,0
Colima,10000969,Impercem 50k,13,18,0,0
Colima,10000969,Impercem 50k,14,18,0,0
Colima,10000969,Impercem 50k,15,18,0,0
Colima,10000969,Impercem 50k,16,18,0,0
Colima,10000969,Impercem 50k,17,18,0,0
Colima,10000969,Impercem 50k,18,18,0,0
Colima,10000969,Impercem 50k,19,18,0,0
Colima,10000969,Impercem 50k,20,18,0,0
Colima,10000969,Impercem 50k,21,18,0,0
Colima,10000969,Impercem 50k,22,18,0,0
Colima,10000969,Impercem 50k,23,18,0,0
Colima,10000969,Impercem 50k,24,18,0,0
Colima,10000969,Impercem 50k,25,18,0,0
Colima,10000969,Impercem 50k,26,18,0,2
Colima,10000969,Impercem 50k,27,16,0,0
Colima,10000969,Impercem 50k,28,16,0,0
Colima,10000969,Impercem 50k,29,16,0,0
Colima,10000969,Impercem 50k,30,16,0,0
Colima,10002066,CPC30R 50k,1,9,580,21
Colima,10002066,CPC30R 50k,2,374,370,117
Colima,10002066,CPC30R 50k,3,418,273,175
Colima,10002066,CPC30R 50k,4,453,153,78
Colima,10002066,CPC30R 50k,5,438,230,106
Colima,10002066,CPC30R 50k,6,422,210,73
Colima,10002066,CPC30R 50k,7,349,300,0
Colima,10002066,CPC30R 50k,8,349,370,34
Colima,10002066,CPC30R 50k,9,455,230,66
Colima,10002066,CPC30R 50k,10,549,140,30
Colima,10002066,CPC30R 50k,11,590,140,159
Colima,10002066,CPC30R 50k,12,431,140,158
Colima,10002066,CPC30R 50k,13,343,250,52
Colima,10002066,CPC30R 50k,14,361,270,0
Colima,10002066,CPC30R 50k,15,361,340,158
Colima,10002066,CPC30R 50k,16,203,410,66
Colima,10002066,CPC30R 50k,17,317,230,230
Colima,10002066,CPC30R 50k,18,87,440,215
Colima,10002066,CPC30R 50k,19,20,510,139
Colima,10002066,CPC30R 50k,20,91,370,99
Colima,10002066,CPC30R 50k,21,169,390,0
Colima,10002066,CPC30R 50k,22,169,460,170
Colima,10002066,CPC30R 50k,23,229,320,246
Colima,10002066,CPC30R 50k,24,215,320,260
Colima,10002066,CPC30R 50k,25,224,300,249
Colima,10002066,CPC30R 50k,26,207,300,218
Colima,10002066,CPC30R 50k,27,61,510,54
Colima,10002066,CPC30R 50k,28,6,510,0
Colima,10002066,CPC30R 50k,29,6,740,286
Colima,10002066,CPC30R 50k,30,56,440,255
Colima,10042669,Bco CPC30R 25k,1,11,0,0
Colima,10042669,Bco CPC30R 25k,2,11,0,0
Colima,10042669,Bco CPC30R 25k,3,11,0,0
Colima,10042669,Bco CPC30R 25k,4,11,0,0
Colima,10042669,Bco CPC30R 25k,5,11,0,0
Colima,10042669,Bco CPC30R 25k,6,11,0,0
Colima,10042669,Bco CPC30R 25k,7,11,0,0
Colima,10042669,Bco CPC30R 25k,8,11,0,0
Colima,10042669,Bco CPC30R 25k,9,11,0,0
Colima,10042669,Bco CPC30R 25k,10,11,0,0
Colima,10042669,Bco CPC30R 25k,11,11,0,5
Colima,10042669,Bco CPC30R 25k,12,27,0,0
Colima,10042669,Bco CPC30R 25k,13,27,0,15
Colima,10042669,Bco CPC30R 25k,14,12,0,0
Colima,10042669,Bco CPC30R 25k,15,12,0,0
Colima,10042669,Bco CPC30R 25k,16,12,0,0
Colima,10042669,Bco CPC30R 25k,17,12,0,1
Colima,10042669,Bco CPC30R 25k,18,11,0,1
Colima,10042669,Bco CPC30R 25k,19,11,0,0
Colima,10042669,Bco CPC30R 25k,20,11,0,1
Colima,10042669,Bco CPC30R 25k,21,10,0,0
Colima,10042669,Bco CPC30R 25k,22,10,0,0
Colima,10042669,Bco CPC30R 25k,23,10,0,0
Colima,10042669,Bco CPC30R 25k,24,10,0,1
Colima,10042669,Bco CPC30R 25k,25,9,0,0
Colima,10042669,Bco CPC30R 25k,26,9,0,1
Colima,10042669,Bco CPC30R 25k,27,17,0,0
Colima,10042669,Bco CPC30R 25k,28,17,0,0
Colima,10042669,Bco CPC30R 25k,29,17,0,0
Colima,10042669,Bco CPC30R 25k,30,17,0,0
Colima,10042668,Bco CPC30R 50k,1,3,0,0
Colima,10042668,Bco CPC30R 50k,2,3,0,3
Colima,10042668,Bco CPC30R 50k,3,5,0,0
Colima,10042668,Bco CPC30R 50k,4,5,0,0
Colima,10042668,Bco CPC30R 50k,5,5,0,0
Colima,10042668,Bco CPC30R 50k,6,5,0,0
Colima,10042668,Bco CPC30R 50k,7,5,0,0
Colima,10042668,Bco CPC30R 50k,8,5,0,0
Colima,10042668,Bco CPC30R 50k,9,5,0,0
Colima,10042668,Bco CPC30R 50k,10,5,0,0
Colima,10042668,Bco CPC30R 50k,11,5,0,0
Colima,10042668,Bco CPC30R 50k,12,5,0,0
Colima,10042668,Bco CPC30R 50k,13,5,0,0
Colima,10042668,Bco CPC30R 50k,14,5,0,0
Colima,10042668,Bco CPC30R 50k,15,5,0,0
Colima,10042668,Bco CPC30R 50k,16,5,0,0
Colima,10042668,Bco CPC30R 50k,17,5,0,3
Colima,10042668,Bco CPC30R 50k,18,2,0,0
Colima,10042668,Bco CPC30R 50k,19,7,0,0
Colima,10042668,Bco CPC30R 50k,20,7,0,0
Colima,10042668,Bco CPC30R 50k,21,7,0,0
Colima,10042668,Bco CPC30R 50k,22,7,0,0
Colima,10042668,Bco CPC30R 50k,23,7,0,0
Colima,10042668,Bco CPC30R 50k,24,7,0,0
Colima,10042668,Bco CPC30R 50k,25,7,0,0
Colima,10042668,Bco CPC30R 50k,26,7,0,0
Colima,10042668,Bco CPC30R 50k,27,7,0,0
Colima,10042668,Bco CPC30R 50k,28,7,0,0
Colima,10042668,Bco CPC30R 50k,29,7,0,0
Colima,10042668,Bco CPC30R 50k,30,7,0,0
Colima,10003053,Multiplast 40.0k,1,8,0,0
Colima,10003053,Multiplast 40.0k,2,8,0,2
Colima,10003053,Multiplast 40.0k,3,15,0,0
Colima,10003053,Multiplast 40.0k,4,15,0,0
Colima,10003053,Multiplast 40.0k,5,15,0,0
Colima,10003053,Multiplast 40.0k,6,15,0,0
Colima,10003053,Multiplast 40.0k,7,15,0,0
Colima,10003053,Multiplast 40.0k,8,15,0,0
Colima,10003053,Multiplast 40.0k,9,15,0,1
Colima,10003053,Multiplast 40.0k,10,14,0,2
Colima,10003053,Multiplast 40.0k,11,12,0,5
Colima,10003053,Multiplast 40.0k,12,20,0,8
Colima,10003053,Multiplast 40.0k,13,12,0,0
Colima,10003053,Multiplast 40.0k,14,12,0,0
Colima,10003053,Multiplast 40.0k,15,12,0,0
Colima,10003053,Multiplast 40.0k,16,12,0,0
Colima,10003053,Multiplast 40.0k,17,12,0,4
Colima,10003053,Multiplast 40.0k,18,7,0,0
Colima,10003053,Multiplast 40.0k,19,16,0,0
Colima,10003053,Multiplast 40.0k,20,16,0,1
Colima,10003053,Multiplast 40.0k,21,15,0,0
Colima,10003053,Multiplast 40.0k,22,15,0,0
Colima,10003053,Multiplast 40.0k,23,15,0,0
Colima,10003053,Multiplast 40.0k,24,15,0,0
Colima,10003053,Multiplast 40.0k,25,15,0,0
Colima,10003053,Multiplast 40.0k,26,15,0,0
Colima,10003053,Multiplast 40.0k,27,15,0,0
Colima,10003053,Multiplast 40.0k,28,15,0,0
Colima,10003053,Multiplast 40.0k,29,15,0,0
Colima,10003053,Multiplast 40.0k,30,15,0,1
Colima,10000926,CPC40R BB,1,68,57,0
Colima,10000926,CPC40R BB,2,68,112,0
Colima,10000926,CPC40R BB,3,124,112,51
Colima,10000926,CPC40R BB,4,129,112,12
Colima,10000926,CPC40R BB,5,174,55,0
Colima,10000926,CPC40R BB,6,174,55,26
Colima,10000926,CPC40R BB,7,149,109,32
Colima,10000926,CPC40R BB,8,171,54,32
Colima,10000926,CPC40R BB,9,139,54,47
Colima,10000926,CPC40R BB,10,146,0,0
Colima,10000926,CPC40R BB,11,146,56,45
Colima,10000926,CPC40R BB,12,102,56,0
Colima,10000926,CPC40R BB,13,102,56,0
Colima,10000926,CPC40R BB,14,102,112,70
Colima,10000926,CPC40R BB,15,88,56,14
Colima,10000926,CPC40R BB,16,74,108,0
Colima,10000926,CPC40R BB,17,165,107,31
Colima,10000926,CPC40R BB,18,133,107,0
Colima,10000926,CPC40R BB,19,186,55,0
Colima,10000926,CPC40R BB,20,186,55,121
Colima,10000926,CPC40R BB,21,120,0,0
Colima,10000926,CPC40R BB,22,120,0,0
Colima,10000926,CPC40R BB,23,120,110,36
Colima,10000926,CPC40R BB,24,84,110,31
Colima,10000926,CPC40R BB,25,52,110,31
Colima,10000926,CPC40R BB,26,131,55,0
Colima,10000926,CPC40R BB,27,131,55,19
Colima,10000926,CPC40R BB,28,112,55,2
Colima,10000926,CPC40R BB,29,111,110,79
Colima,10000926,CPC40R BB,30,87,55,79
Colima,10000926,CPC40R BB,31,63,0,0
Colima,10000920,Mortero 50k,1,173,140,0
Colima,10000920,Mortero 50k,2,173,230,110
Colima,10000920,Mortero 50k,3,133,230,113
Colima,10000920,Mortero 50k,4,218,280,98
Colima,10000920,Mortero 50k,5,261,140,0
Colima,10000920,Mortero 50k,6,261,140,83
Colima,10000920,Mortero 50k,7,318,70,103
Colima,10000920,Mortero 50k,8,239,230,42
Colima,10000920,Mortero 50k,9,267,230,139
Colima,10000920,Mortero 50k,10,289,70,97
Colima,10000920,Mortero 50k,11,262,70,3
Colima,10000920,Mortero 50k,12,259,140,0
Colima,10000920,Mortero 50k,13,259,140,76
Colima,10000920,Mortero 50k,14,254,70,192
Colima,10000920,Mortero 50k,15,132,70,12
Colima,10000920,Mortero 50k,16,192,210,34
Colima,10000920,Mortero 50k,17,230,280,61
Colima,10000920,Mortero 50k,18,311,280,143
Colima,10000920,Mortero 50k,19,309,210,0
Colima,10000920,Mortero 50k,20,309,300,55
Colima,10000920,Mortero 50k,21,323,300,82
Colima,10000920,Mortero 50k,22,312,230,75
Colima,10000920,Mortero 50k,23,397,70,193
Colima,10000920,Mortero 50k,24,204,70,228
Colima,10000920,Mortero 50k,25,46,0,43
Colima,10000920,Mortero 50k,26,39,140,0
Colima,10000920,Mortero 50k,27,39,140,50
Colima,10000920,Mortero 50k,28,97,280,88
Colima,10000920,Mortero 50k,29,149,210,79
Colima,10000920,Mortero 50k,30,211,140,125
Colima,10000920,Mortero 50k,31,156,70,53
Colima,10000969,Impercem 50k,1,16,0,0
Colima,10000969,Impercem 50k,2,16,0,0
Colima,10000969,Impercem 50k,3,36,0,20
Colima,10000969,Impercem 50k,4,16,0,1
Colima,10000969,Impercem 50k,5,15,0,0
Colima,10000969,Impercem 50k,6,15,0,0
Colima,10000969,Impercem 50k,7,15,0,0
Colima,10000969,Impercem 50k,8,15,0,0
Colima,10000969,Impercem 50k,9,15,0,0
Colima,10000969,Impercem 50k,10,15,0,0
Colima,10000969,Impercem 50k,11,15,0,0
Colima,10000969,Impercem 50k,12,15,0,0
Colima,10000969,Impercem 50k,13,15,0,19
Colima,10000969,Impercem 50k,14,5,0,0
Colima,10000969,Impercem 50k,15,18,0,0
Colima,10000969,Impercem 50k,16,18,0,3
Colima,10000969,Impercem 50k,17,15,0,0
Colima,10000969,Impercem 50k,18,15,0,0
Colima,10000969,Impercem 50k,19,15,0,0
Colima,10000969,Impercem 50k,20,15,0,5
Colima,10000969,Impercem 50k,21,10,0,5
Colima,10000969,Impercem 50k,22,6,0,2
Colima,10000969,Impercem 50k,23,4,0,0
Colima,10000969,Impercem 50k,24,4,0,1
Colima,10000969,Impercem 50k,25,3,0,0
Colima,10000969,Impercem 50k,26,3,0,0
Colima,10000969,Impercem 50k,27,3,0,1
Colima,10000969,Impercem 50k,28,2,0,0
Colima,10000969,Impercem 50k,29,2,0,0
Colima,10000969,Impercem 50k,30,2,0,0
Colima,10000969,Impercem 50k,31,12,0,10
Colima,10002066,CPC30R 50k,1,120,370,0
Colima,10002066,CPC30R 50k,2,120,510,48
Colima,10002066,CPC30R 50k,3,414,300,144
Colima,10002066,CPC30R 50k,4,480,153,84
Colima,10002066,CPC30R 50k,5,486,153,0
Colima,10002066,CPC30R 50k,6,486,223,22
Colima,10002066,CPC30R 50k,7,554,203,40
Colima,10002066,CPC30R 50k,8,514,203,142
Colima,10002066,CPC30R 50k,9,512,63,257
Colima,10002066,CPC30R 50k,10,319,160,144
Colima,10002066,CPC30R 50k,11,246,230,128
Colima,10002066,CPC30R 50k,12,154,406,0
Colima,10002066,CPC30R 50k,13,154,406,57
Colima,10002066,CPC30R 50k,14,373,280,66
Colima,10002066,CPC30R 50k,15,469,140,47
Colima,10002066,CPC30R 50k,16,422,280,78
Colima,10002066,CPC30R 50k,17,484,140,153
Colima,10002066,CPC30R 50k,18,471,70,57
Colima,10002066,CPC30R 50k,19,414,140,0
Colima,10002066,CPC30R 50k,20,414,210,185
Colima,10002066,CPC30R 50k,21,370,140,248
Colima,10002066,CPC30R 50k,22,142,140,237
Colima,10002066,CPC30R 50k,23,47,490,103
Colima,10002066,CPC30R 50k,24,53,490,106
Colima,10002066,CPC30R 50k,25,193,510,176
Colima,10002066,CPC30R 50k,26,333,230,0
Colima,10002066,CPC30R 50k,27,333,230,255
Colima,10002066,CPC30R 50k,28,308,140,277
Colima,10002066,CPC30R 50k,29,104,370,278
Colima,10002066,CPC30R 50k,30,73,390,251
Colima,10002066,CPC30R 50k,31,61,530,331
Colima,10042669,Bco CPC30R 25k,1,17,0,0
Colima,10042669,Bco CPC30R 25k,2,17,0,0
Colima,10042669,Bco CPC30R 25k,3,27,0,12
Colima,10042669,Bco CPC30R 25k,4,15,0,0
Colima,10042669,Bco CPC30R 25k,5,15,0,0
Colima,10042669,Bco CPC30R 25k,6,15,0,0
Colima,10042669,Bco CPC30R 25k,7,15,0,0
Colima,10042669,Bco CPC30R 25k,8,15,0,0
Colima,10042669,Bco CPC30R 25k,9,15,0,0
Colima,10042669,Bco CPC30R 25k,10,15,0,0
Colima,10042669,Bco CPC30R 25k,11,15,0,1
Colima,10042669,Bco CPC30R 25k,12,14,0,0
Colima,10042669,Bco CPC30R 25k,13,14,0,0
Colima,10042669,Bco CPC30R 25k,14,14,0,0
Colima,10042669,Bco CPC30R 25k,15,14,0,0
Colima,10042669,Bco CPC30R 25k,16,14,0,1
Colima,10042669,Bco CPC30R 25k,17,13,0,0
Colima,10042669,Bco CPC30R 25k,18,13,0,2
Colima,10042669,Bco CPC30R 25k,19,11,0,0
Colima,10042669,Bco CPC30R 25k,20,11,0,4
Colima,10042669,Bco CPC30R 25k,21,7,0,0
Colima,10042669,Bco CPC30R 25k,22,18,0,0
Colima,10042669,Bco CPC30R 25k,23,18,0,1
Colima,10042669,Bco CPC30R 25k,24,18,0,1
Colima,10042669,Bco CPC30R 25k,25,17,0,0
Colima,10042669,Bco CPC30R 25k,26,17,0,0
Colima,10042669,Bco CPC30R 25k,27,17,0,0
Colima,10042669,Bco CPC30R 25k,28,17,0,0
Colima,10042669,Bco CPC30R 25k,29,17,0,0
Colima,10042669,Bco CPC30R 25k,30,16,0,0
Colima,10042669,Bco CPC30R 25k,31,16,0,0
Colima,10042668,Bco CPC30R 50k,1,7,0,0
Colima,10042668,Bco CPC30R 50k,2,7,0,0
Colima,10042668,Bco CPC30R 50k,3,7,0,0
Colima,10042668,Bco CPC30R 50k,4,7,0,0
Colima,10042668,Bco CPC30R 50k,5,7,0,0
Colima,10042668,Bco CPC30R 50k,6,7,0,0
Colima,10042668,Bco CPC30R 50k,7,7,0,4
Colima,10042668,Bco CPC30R 50k,8,7,0,0
Colima,10042668,Bco CPC30R 50k,9,7,0,0
Colima,10042668,Bco CPC30R 50k,10,7,0,2
Colima,10042668,Bco CPC30R 50k,11,5,0,0
Colima,10042668,Bco CPC30R 50k,12,5,0,0
Colima,10042668,Bco CPC30R 50k,13,5,0,0
Colima,10042668,Bco CPC30R 50k,14,5,0,0
Colima,10042668,Bco CPC30R 50k,15,5,0,0
Colima,10042668,Bco CPC30R 50k,16,5,0,2
Colima,10042668,Bco CPC30R 50k,17,3,0,0
Colima,10042668,Bco CPC30R 50k,18,3,0,0
Colima,10042668,Bco CPC30R 50k,19,3,0,0
Colima,10042668,Bco CPC30R 50k,20,3,0,0
Colima,10042668,Bco CPC30R 50k,21,3,0,0
Colima,10042668,Bco CPC30R 50k,22,7,0,0
Colima,10042668,Bco CPC30R 50k,23,7,0,0
Colima,10042668,Bco CPC30R 50k,24,7,0,0
Colima,10042668,Bco CPC30R 50k,25,7,0,0
Colima,10042668,Bco CPC30R 50k,26,7,0,0
Colima,10042668,Bco CPC30R 50k,27,7,0,0
Colima,10042668,Bco CPC30R 50k,28,7,0,0
Colima,10042668,Bco CPC30R 50k,29,7,0,0
Colima,10042668,Bco CPC30R 50k,30,7,0,0
Colima,10042668,Bco CPC30R 50k,31,7,0,0
Colima,10003053,Multiplast 40.0k,1,14,0,0
Colima,10003053,Multiplast 40.0k,2,14,0,0
Colima,10003053,Multiplast 40.0k,3,14,0,3
Colima,10003053,Multiplast 40.0k,4,11,0,0
Colima,10003053,Multiplast 40.0k,5,11,0,0
Colima,10003053,Multiplast 40.0k,6,11,0,0
Colima,10003053,Multiplast 40.0k,7,11,0,3
Colima,10003053,Multiplast 40.0k,8,15,0,0
Colima,10003053,Multiplast 40.0k,9,15,0,0
Colima,10003053,Multiplast 40.0k,10,14,0,0
Colima,10003053,Multiplast 40.0k,11,14,0,0
Colima,10003053,Multiplast 40.0k,12,14,0,0
Colima,10003053,Multiplast 40.0k,13,14,0,9
Colima,10003053,Multiplast 40.0k,14,23,0,0
Colima,10003053,Multiplast 40.0k,15,23,0,0
Colima,10003053,Multiplast 40.0k,16,23,0,1
Colima,10003053,Multiplast 40.0k,17,22,0,0
Colima,10003053,Multiplast 40.0k,18,22,0,0
Colima,10003053,Multiplast 40.0k,19,22,0,0
Colima,10003053,Multiplast 40.0k,20,22,0,0
Colima,10003053,Multiplast 40.0k,21,22,0,0
Colima,10003053,Multiplast 40.0k,22,22,0,1
Colima,10003053,Multiplast 40.0k,23,21,0,0
Colima,10003053,Multiplast 40.0k,24,21,0,1
Colima,10003053,Multiplast 40.0k,25,20,0,0
Colima,10003053,Multiplast 40.0k,26,20,0,0
Colima,10003053,Multiplast 40.0k,27,20,0,0
Colima,10003053,Multiplast 40.0k,28,20,0,0
Colima,10003053,Multiplast 40.0k,29,20,0,0
Colima,10003053,Multiplast 40.0k,30,20,0,4
Colima,10003053,Multiplast 40.0k,31,15,0,0
Colima,10000955,Bco CPC30R BB,22,36,0,36
Colima,10000955,Bco CPC30R BB,23,36,0,0
Colima,10000926,CPC40R BB,1,63,111,16
Colima,10000926,CPC40R BB,2,47,167,0
Colima,10000926,CPC40R BB,3,47,223,48
Colima,10000926,CPC40R BB,4,54,224,23
Colima,10000926,CPC40R BB,5,86,169,82
Colima,10000926,CPC40R BB,6,61,112,55
Colima,10000926,CPC40R BB,7,62,56,16
Colima,10000926,CPC40R BB,8,46,111,4
Colima,10000926,CPC40R BB,9,96,55,0
Colima,10000926,CPC40R BB,10,96,55,67
Colima,10000926,CPC40R BB,11,84,56,4
Colima,10000926,CPC40R BB,12,80,56,36
Colima,10000926,CPC40R BB,13,35,56,50
Colima,10000926,CPC40R BB,14,77,0,48
Colima,10000926,CPC40R BB,15,64,0,0
Colima,10000926,CPC40R BB,16,64,0,0
Colima,10000926,CPC40R BB,17,64,56,20
